240.504134,237.445512,3.058622,192.303271,188.697351,3.605921
182.119134,175.843757,6.275377,167.617770,158.043501,9.574269
157.700778,145.527684,12.173094,149.708441,135.543703,14.164738
145.155234,130.163464,14.991770,138.998439,122.836808,16.161632
136.911677,119.776895,17.134782,133.334640,115.495075,17.839565
132.066828,113.631101,18.435727,129.642768,110.682712,18.960055
128.847668,109.514868,19.332800,126.942473,107.502273,19.440200
126.465422,106.551145,19.914277,124.417848,104.462625,19.955223
124.462269,104.035597,20.426672,123.070756,102.371338,20.699418
123.007851,102.166853,20.840998,121.639168,100.757966,20.881203
121.938561,100.848987,21.089575,120.965137,99.654423,21.310714
120.786143,99.419543,21.366599,119.954657,98.602384,21.352274
119.959854,98.472295,21.487559,119.318128,97.705967,21.612162
119.048740,97.356561,21.692179,118.513450,96.699785,21.813666
118.331576,96.478258,21.853318,117.802922,95.925802,21.877121
117.751939,95.856203,21.895737,117.116466,95.147517,21.968949
117.160886,95.076278,22.084608,116.585466,94.450359,22.135107
116.497868,94.345045,22.152823,116.390629,94.262049,22.128580
116.022120,93.814761,22.207359,115.907185,93.737335,22.169850
115.555418,93.282060,22.273358,115.232169,92.921397,22.310772
115.139635,92.776125,22.363510,115.134957,92.833224,22.301733
114.726586,92.382583,22.344002,114.794408,92.614539,22.179869
114.237678,91.788290,22.449388,114.279487,91.930253,22.349234
113.942346,91.440772,22.501574,114.287819,91.787790,22.500029
113.506862,91.004377,22.502485,114.135056,91.537491,22.597565
113.182896,90.583620,22.599276,113.591761,91.029578,22.562182
112.819042,90.218066,22.600976,113.297606,90.842793,22.454813
112.566986,89.919521,22.647465,112.720334,90.075771,22.644563
112.133552,89.437646,22.695906,112.600596,90.066094,22.534501
111.911358,89.203210,22.708148,112.575186,89.992942,22.582244
111.701870,88.896389,22.805481,112.263260,89.562202,22.701057
111.379240,88.537851,22.841389,112.390682,89.628176,22.762506
111.240041,88.339794,22.900247,111.936210,89.145297,22.790913
110.893074,88.020112,22.872962,111.741776,89.019486,22.722290
110.736854,87.864866,22.871988,111.422740,88.744739,22.678001
110.431296,87.528609,22.902687,111.485724,88.771992,22.713732
110.276128,87.344619,22.931509,111.736043,88.935124,22.800919
110.043477,87.071849,22.971629,111.308684,88.480328,22.828356
109.838741,86.856227,22.982514,111.070731,88.042809,23.027922
109.615626,86.568486,23.047140,110.853439,87.985183,22.868257
109.547526,86.460736,23.086789,110.470479,87.481391,22.989088
109.321866,86.202694,23.119171,110.427140,87.527907,22.899233
109.124981,86.024333,23.100648,110.277339,87.313646,22.963692
108.886369,85.817185,23.069185,110.256020,87.224255,23.031765
108.830786,85.743578,23.087208,110.168425,87.116147,23.052278
108.592080,85.471271,23.120809,110.066058,87.045308,23.020750
108.497416,85.281121,23.216295,109.923936,86.782377,23.141560
108.275164,85.069559,23.205605,109.820645,86.744811,23.075834
108.096511,84.925253,23.171259,109.657593,86.532230,23.125363
107.981100,84.785640,23.195460,109.196096,86.155041,23.041055
107.766094,84.611660,23.154434,109.238513,86.216808,23.021705
107.724145,84.462888,23.261256,109.249554,86.169307,23.080247
107.519453,84.334474,23.184979,109.018954,85.975558,23.043397
107.391677,84.152547,23.239131,109.009839,85.916499,23.093339
107.251957,84.004984,23.246973,108.872681,85.759978,23.112703
107.125834,83.947055,23.178779,108.565476,85.480536,23.084940
107.047676,83.775055,23.272621,108.739025,85.597404,23.141622
106.868118,83.596984,23.271133,108.741937,85.432829,23.309109
106.759955,83.558884,23.201071,108.451585,85.451443,23.000142
106.524787,83.381938,23.142849,108.154276,85.027645,23.126631
106.451872,83.212134,23.239738,108.295888,85.208246,23.087641
106.335334,83.132666,23.202668,107.977425,84.841162,23.136263
106.251419,83.030037,23.221381,107.771318,84.791968,22.979351
106.112077,82.945449,23.166629,107.741247,84.699360,23.041887
106.035779,82.822573,23.213207,107.748227,84.638115,23.110112
105.929370,82.670496,23.258874,107.794849,84.683851,23.110997
105.793771,82.606731,23.187040,107.616872,84.553606,23.063265
105.685426,82.482046,23.203381,107.444736,84.311653,23.133083
105.614832,82.431517,23.183315,107.655458,84.492015,23.163442
105.389811,82.232654,23.157157,107.356187,84.324215,23.031972
105.367269,82.190813,23.176456,107.205965,84.057534,23.148431
105.326282,82.074287,23.251995,107.319329,84.178729,23.140599
105.153700,81.935062,23.218638,106.874919,83.809271,23.065649
104.989262,81.811869,23.177393,106.962809,83.842651,23.120159
104.987276,81.742577,23.244699,107.203037,84.131026,23.072012
104.878615,81.699558,23.179057,106.857209,83.832100,23.025109
104.802515,81.625718,23.176797,106.617080,83.612471,23.004610
104.601284,81.445384,23.155900,106.678209,83.646664,23.031545
104.556301,81.365148,23.191153,106.420819,83.341970,23.078850
104.382749,81.194862,23.187888,106.463179,83.381008,23.082171
104.356642,81.236960,23.119681,106.260585,83.312648,22.947937
104.203845,81.066327,23.137519,106.100929,83.169797,22.931132
104.142218,80.978080,23.164138,106.290922,83.133645,23.157278
104.066554,80.840724,23.225830,105.963553,82.795209,23.168343
103.940152,80.728301,23.211851,106.119470,82.964564,23.154907
103.838380,80.642655,23.195726,105.882156,82.832947,23.049209
103.767749,80.595391,23.172359,106.102728,83.088597,23.014131
103.696255,80.548622,23.147633,105.777592,82.786986,22.990606
103.575791,80.407413,23.168378,105.518308,82.469670,23.048639
103.449819,80.249679,23.200140,105.617433,82.636167,22.981266
103.475219,80.296991,23.178228,105.626931,82.465392,23.161539
103.334030,80.097450,23.236580,105.562932,82.512424,23.050508
103.317301,80.116856,23.200444,105.583726,82.514002,23.069724
103.198496,79.973787,23.224709,105.451924,82.385270,23.066653
103.107671,79.882460,23.225212,105.579451,82.521615,23.057836
103.061191,79.850804,23.210388,105.550924,82.429481,23.121443
103.054078,79.808904,23.245174,105.503995,82.383852,23.120143
102.992645,79.712818,23.279827,105.474181,82.280744,23.193437
102.863663,79.642478,23.221185,105.208899,82.157422,23.051477
102.801306,79.562280,23.239027,105.029396,81.981208,23.048189
102.754012,79.525013,23.228999,105.308252,82.315512,22.992741
